Match Number,Article Number,Mention Id,Mention Text,Linked Balls,sub_entity,label_detailed
1,501976,m2,Sehwag's presence meant India scored far more runs in the first ten overs,"1:0.1.0,1:0.2.0,1:0.3.0,1:0.4.0,1:0.5.0,1:0.6.0,1:1.1.0,1:1.2.0,1:1.3.0,1:1.4.0,1:1.4.1,1:1.5.0,1:1.6.0,1:2.1.0,1:2.2.0,1:2.3.0,1:2.4.0,1:2.5.0,1:2.6.0,1:3.1.0,1:3.2.0,1:3.3.0,1:3.4.0,1:3.5.0,1:3.6.0,1:4.1.0,1:4.2.0,1:4.3.0,1:4.4.0,1:4.5.0,1:4.6.0,1:5.1.0,1:5.1.1,1:5.2.0,1:5.3.0,1:5.4.0,1:5.5.0,1:5.6.0,1:6.1.0,1:6.2.0,1:6.3.0,1:6.4.0,1:6.4.1,1:6.5.0,1:6.6.0,1:7.1.0,1:7.2.0,1:7.3.0,1:7.4.0,1:7.5.0,1:7.6.0,1:8.1.0,1:8.2.0,1:8.3.0,1:8.4.0,1:8.5.0,1:8.6.0,1:9.1.0,1:9.2.0,1:9.3.0,1:9.4.0,1:9.5.0,1:9.6.0,1:9.6.1,",OVERS,OVERS(1:1TO1:10)
1,501976,m3,Score after 15 overs 40 for 3 104 for 1,1:14.5.0,BALL,"BALL(INNINGS1, SCORE, 104, 1)"
1,501976,m4,Dot balls in first 15 overs 73 41,"1:0.3.0,1:0.4.0,1:1.1.0,1:1.3.0,1:2.2.0,1:2.3.0,1:2.4.0,1:2.6.0,1:3.4.0,1:3.5.0,1:4.2.0,1:4.3.0,1:4.4.0,1:4.5.0,1:5.1.1,1:5.2.0,1:5.3.0,1:6.3.0,1:6.4.1,1:6.5.0,1:7.1.0,1:7.4.0,1:7.5.0,1:7.6.0,1:8.1.0,1:8.2.0,1:8.3.0,1:8.4.0,1:9.5.0,1:10.4.0,1:10.5.0,1:10.6.0,1:11.3.0,1:11.4.0,1:11.5.0,1:11.6.0,1:12.3.0,1:12.5.0,1:13.6.0,1:14.6.0,",OVERS,DOTBALLS AND OVERS(1:1TO1:15)
1,501976,m5,4s/ 6s in first 15 overs 2/ 0 12/ 1,"1:0.1.0,1:0.6.0,1:1.2.0,1:1.5.0,1:2.1.0,1:2.5.0,1:8.5.0,1:10.1.0,1:10.2.0,1:11.1.0,1:12.1.0,1:12.4.0,1:14.1.0,",OVERS,FOUR(INNINGS1) AND OVERS(1:1TO1:15) UNION SIX(INNINGS1) AND OVERS(1:1TO1:15)
1,501976,m6,He faced 140 deliveries in this innings,"1:0.1.0,1:0.2.0,1:0.3.0,1:0.4.0,1:0.5.0,1:0.6.0,1:1.5.0,1:1.6.0,1:3.1.0,1:3.3.0,1:4.2.0,1:4.3.0,1:4.4.0,1:4.5.0,1:4.6.0,1:5.1.0,1:5.1.1,1:5.2.0,1:5.3.0,1:5.4.0,1:5.6.0,1:6.1.0,1:6.3.0,1:6.4.0,1:6.4.1,1:6.5.0,1:6.6.0,1:7.1.0,1:7.2.0,1:7.4.0,1:7.5.0,1:7.6.0,1:9.3.0,1:9.5.0,1:9.6.0,1:9.6.1,1:10.1.0,1:10.2.0,1:10.3.0,1:11.1.0,1:11.2.0,1:12.1.0,1:12.2.0,1:12.6.0,1:13.1.0,1:13.3.0,1:13.5.0,1:14.1.0,1:14.2.0,1:14.4.0,1:14.5.0,1:14.6.0,1:15.2.0,1:15.6.0,1:16.2.0,1:16.3.0,1:16.5.0,1:17.1.0,1:17.2.0,1:17.5.0,1:17.6.0,1:18.2.0,1:18.4.0,1:19.3.0,1:19.5.0,1:20.2.0,1:20.6.0,1:21.1.0,1:21.2.0,1:21.4.0,1:21.6.0,1:22.3.0,1:22.5.0,1:22.6.0,1:23.1.0,1:23.6.0,1:24.3.0,1:24.4.0,1:24.5.0,1:24.6.0,1:25.2.0,1:26.4.0,1:26.5.0,1:27.1.0,1:27.3.0,1:28.1.0,1:28.4.0,1:28.6.0,1:28.6.1,1:29.1.0,1:29.2.0,1:29.3.0,1:29.4.0,1:29.5.0,1:29.5.1,1:30.1.0,1:30.3.0,1:30.4.0,1:31.2.0,1:31.4.0,1:32.3.0,1:33.1.0,1:33.2.0,1:33.6.0,1:34.1.0,1:34.2.0,1:34.6.1,1:34.6.2,1:35.3.0,1:35.4.0,1:35.6.0,1:36.2.0,1:36.3.0,1:36.4.0,1:36.5.0,1:36.6.0,1:37.1.0,1:37.2.0,1:37.4.0,1:38.3.0,1:38.5.0,1:38.6.0,1:39.2.0,1:39.6.0,1:40.1.0,1:40.2.0,1:40.3.0,1:40.6.0,1:41.1.0,1:41.2.0,1:41.3.0,1:42.4.0,1:42.6.0,1:43.2.0,1:43.3.0,1:44.2.0,1:44.4.0,1:44.5.0,1:44.6.0,1:45.1.0,1:45.1.1,1:45.1.2,1:45.2.0,1:45.3.0,1:46.1.0,1:46.4.0,1:46.6.0,1:46.6.1,1:47.3.0,",BAT,BAT(Sehwag)
1,501976,m7,"he started off in a frenzy, scoring 12 off his first six balls","1:0.1.0,1:0.2.0,1:0.3.0,1:0.4.0,1:0.5.0,1:0.6.0,",BAT,1TO6 of BAT(Sehwag)
1,501976,m8,made only 15 off his next 27,"1:1.5.0,1:1.6.0,1:3.1.0,1:3.3.0,1:4.2.0,1:4.3.0,1:4.4.0,1:4.5.0,1:4.6.0,1:5.1.0,1:5.1.1,1:5.2.0,1:5.3.0,1:5.4.0,1:5.6.0,1:6.1.0,1:6.3.0,1:6.4.0,1:6.4.1,1:6.5.0,1:6.6.0,1:7.1.0,1:7.2.0,1:7.4.0,1:7.5.0,1:7.6.0,1:9.3.0,1:9.5.0,",BAT,7TO34 of BAT(Sehwag)
1,501976,m9,after the first ten overs he was on a relatively subdued 27 off 33,1:9.6.1,BALL,"BALL(Sehwag, SCORE, 27, 33)"
1,501976,m10,The start of the second Powerplay made him switch gears,"1:10.1.0,1:10.2.0,1:10.3.0,1:10.4.0,1:10.5.0,1:10.6.0,1:11.1.0,1:11.2.0,1:11.3.0,1:11.4.0,1:11.5.0,1:11.6.0,1:12.1.0,1:12.2.0,1:12.3.0,1:12.4.0,1:12.5.0,1:12.6.0,1:13.1.0,1:13.2.0,1:13.3.0,1:13.4.0,1:13.5.0,1:13.6.0,1:14.1.0,1:14.2.0,1:14.3.0,1:14.4.0,1:14.5.0,1:14.6.0,",POWERPLAY,"POWERPLAY(INNINGS1,2)"
1,501976,m11,he struck four fours off his next six balls,"1:10.1.0,1:10.2.0,1:11.1.0,1:12.1.0,",FOUR,1:10.1.0 UNION 1:10.2.0 UNION 1:11.1.0 UNION 1:12.1.0
1,501976,m12,"At the end of the 33rd, he'd scored 104 off 99",1:33.6.0,BALL,"BALL(Sehwag, SCORE, 104, 99)"
1,501976,m13,"before the batting Powerplay helped him move up a further gear, as he scored 33 off 17 balls during this period","1:34.1.0,1:34.2.0,1:34.3.0,1:34.4.0,1:34.5.0,1:34.6.0,1:34.6.1,1:34.6.2,1:35.1.0,1:35.2.0,1:35.3.0,1:35.4.0,1:35.5.0,1:35.6.0,1:36.1.0,1:36.2.0,1:36.3.0,1:36.4.0,1:36.5.0,1:36.6.0,1:37.1.0,1:37.2.0,1:37.3.0,1:37.4.0,1:37.5.0,1:37.6.0,1:38.1.0,1:38.2.0,1:38.3.0,1:38.4.0,1:38.5.0,1:38.6.0,",POWERPLAY,"POWERPLAY(INNINGS1,3)"
1,501976,m14,"The only bowler who controlled the runs against him to some extent was Rubel Hossain, who gave away only 22 off 29 balls","1:1.5.0,1:1.6.0,1:3.1.0,1:3.3.0,1:5.1.0,1:5.1.1,1:5.2.0,1:5.3.0,1:5.4.0,1:5.6.0,1:7.1.0,1:7.2.0,1:7.4.0,1:7.5.0,1:7.6.0,1:9.3.0,1:9.5.0,1:9.6.0,1:9.6.1,1:33.1.0,1:33.2.0,1:33.6.0,1:35.3.0,1:35.4.0,1:35.6.0,1:37.1.0,1:37.2.0,1:37.4.0,1:46.1.0,1:46.4.0,1:46.6.0,1:46.6.1,",BATBOWL,BAT(Sehwag) AND BOWL(Rubel Hossain)
1,501976,m15,Shafiul Islam (32 off 17 balls),"1:0.1.0,1:0.2.0,1:0.3.0,1:0.4.0,1:0.5.0,1:0.6.0,1:12.1.0,1:12.2.0,1:12.6.0,1:26.4.0,1:26.5.0,1:28.1.0,1:28.4.0,1:28.6.0,1:28.6.1,1:34.1.0,1:34.2.0,1:34.6.1,1:34.6.2,",BATBOWL,BAT(Sehwag) AND BOWL(Shafiul Islam)
1,501976,m16,Abdur Razzak (57 off 33),"1:4.2.0,1:4.3.0,1:4.4.0,1:4.5.0,1:4.6.0,1:6.1.0,1:6.3.0,1:6.4.0,1:6.4.1,1:6.5.0,1:6.6.0,1:10.1.0,1:10.2.0,1:10.3.0,1:14.1.0,1:14.2.0,1:14.4.0,1:14.5.0,1:14.6.0,1:24.3.0,1:24.4.0,1:24.5.0,1:24.6.0,1:36.2.0,1:36.3.0,1:36.4.0,1:36.5.0,1:36.6.0,1:42.4.0,1:42.6.0,1:44.2.0,1:44.4.0,1:44.5.0,1:44.6.0,",BATBOWL,BAT(Sehwag) AND BOWL(Abdur Razzak)
1,501976,m17,India's 370 against Bangladesh,1:49.6.0,LASTBALL,LASTBALL(India)
1,501976,m18,Sehwag's 175,"1:0.1.0,1:0.2.0,1:0.3.0,1:0.4.0,1:0.5.0,1:0.6.0,1:1.5.0,1:1.6.0,1:3.1.0,1:3.3.0,1:4.2.0,1:4.3.0,1:4.4.0,1:4.5.0,1:4.6.0,1:5.1.0,1:5.1.1,1:5.2.0,1:5.3.0,1:5.4.0,1:5.6.0,1:6.1.0,1:6.3.0,1:6.4.0,1:6.4.1,1:6.5.0,1:6.6.0,1:7.1.0,1:7.2.0,1:7.4.0,1:7.5.0,1:7.6.0,1:9.3.0,1:9.5.0,1:9.6.0,1:9.6.1,1:10.1.0,1:10.2.0,1:10.3.0,1:11.1.0,1:11.2.0,1:12.1.0,1:12.2.0,1:12.6.0,1:13.1.0,1:13.3.0,1:13.5.0,1:14.1.0,1:14.2.0,1:14.4.0,1:14.5.0,1:14.6.0,1:15.2.0,1:15.6.0,1:16.2.0,1:16.3.0,1:16.5.0,1:17.1.0,1:17.2.0,1:17.5.0,1:17.6.0,1:18.2.0,1:18.4.0,1:19.3.0,1:19.5.0,1:20.2.0,1:20.6.0,1:21.1.0,1:21.2.0,1:21.4.0,1:21.6.0,1:22.3.0,1:22.5.0,1:22.6.0,1:23.1.0,1:23.6.0,1:24.3.0,1:24.4.0,1:24.5.0,1:24.6.0,1:25.2.0,1:26.4.0,1:26.5.0,1:27.1.0,1:27.3.0,1:28.1.0,1:28.4.0,1:28.6.0,1:28.6.1,1:29.1.0,1:29.2.0,1:29.3.0,1:29.4.0,1:29.5.0,1:29.5.1,1:30.1.0,1:30.3.0,1:30.4.0,1:31.2.0,1:31.4.0,1:32.3.0,1:33.1.0,1:33.2.0,1:33.6.0,1:34.1.0,1:34.2.0,1:34.6.1,1:34.6.2,1:35.3.0,1:35.4.0,1:35.6.0,1:36.2.0,1:36.3.0,1:36.4.0,1:36.5.0,1:36.6.0,1:37.1.0,1:37.2.0,1:37.4.0,1:38.3.0,1:38.5.0,1:38.6.0,1:39.2.0,1:39.6.0,1:40.1.0,1:40.2.0,1:40.3.0,1:40.6.0,1:41.1.0,1:41.2.0,1:41.3.0,1:42.4.0,1:42.6.0,1:43.2.0,1:43.3.0,1:44.2.0,1:44.4.0,1:44.5.0,1:44.6.0,1:45.1.0,1:45.1.1,1:45.1.2,1:45.2.0,1:45.3.0,1:46.1.0,1:46.4.0,1:46.6.0,1:46.6.1,1:47.3.0,",BAT,BAT(Sehwag)
1,501976,m19,His 175,"1:0.1.0,1:0.2.0,1:0.3.0,1:0.4.0,1:0.5.0,1:0.6.0,1:1.5.0,1:1.6.0,1:3.1.0,1:3.3.0,1:4.2.0,1:4.3.0,1:4.4.0,1:4.5.0,1:4.6.0,1:5.1.0,1:5.1.1,1:5.2.0,1:5.3.0,1:5.4.0,1:5.6.0,1:6.1.0,1:6.3.0,1:6.4.0,1:6.4.1,1:6.5.0,1:6.6.0,1:7.1.0,1:7.2.0,1:7.4.0,1:7.5.0,1:7.6.0,1:9.3.0,1:9.5.0,1:9.6.0,1:9.6.1,1:10.1.0,1:10.2.0,1:10.3.0,1:11.1.0,1:11.2.0,1:12.1.0,1:12.2.0,1:12.6.0,1:13.1.0,1:13.3.0,1:13.5.0,1:14.1.0,1:14.2.0,1:14.4.0,1:14.5.0,1:14.6.0,1:15.2.0,1:15.6.0,1:16.2.0,1:16.3.0,1:16.5.0,1:17.1.0,1:17.2.0,1:17.5.0,1:17.6.0,1:18.2.0,1:18.4.0,1:19.3.0,1:19.5.0,1:20.2.0,1:20.6.0,1:21.1.0,1:21.2.0,1:21.4.0,1:21.6.0,1:22.3.0,1:22.5.0,1:22.6.0,1:23.1.0,1:23.6.0,1:24.3.0,1:24.4.0,1:24.5.0,1:24.6.0,1:25.2.0,1:26.4.0,1:26.5.0,1:27.1.0,1:27.3.0,1:28.1.0,1:28.4.0,1:28.6.0,1:28.6.1,1:29.1.0,1:29.2.0,1:29.3.0,1:29.4.0,1:29.5.0,1:29.5.1,1:30.1.0,1:30.3.0,1:30.4.0,1:31.2.0,1:31.4.0,1:32.3.0,1:33.1.0,1:33.2.0,1:33.6.0,1:34.1.0,1:34.2.0,1:34.6.1,1:34.6.2,1:35.3.0,1:35.4.0,1:35.6.0,1:36.2.0,1:36.3.0,1:36.4.0,1:36.5.0,1:36.6.0,1:37.1.0,1:37.2.0,1:37.4.0,1:38.3.0,1:38.5.0,1:38.6.0,1:39.2.0,1:39.6.0,1:40.1.0,1:40.2.0,1:40.3.0,1:40.6.0,1:41.1.0,1:41.2.0,1:41.3.0,1:42.4.0,1:42.6.0,1:43.2.0,1:43.3.0,1:44.2.0,1:44.4.0,1:44.5.0,1:44.6.0,1:45.1.0,1:45.1.1,1:45.1.2,1:45.2.0,1:45.3.0,1:46.1.0,1:46.4.0,1:46.6.0,1:46.6.1,1:47.3.0,",BAT,BAT(Sehwag)
1,501976,m20,Sehwag's 175,"1:0.1.0,1:0.2.0,1:0.3.0,1:0.4.0,1:0.5.0,1:0.6.0,1:1.5.0,1:1.6.0,1:3.1.0,1:3.3.0,1:4.2.0,1:4.3.0,1:4.4.0,1:4.5.0,1:4.6.0,1:5.1.0,1:5.1.1,1:5.2.0,1:5.3.0,1:5.4.0,1:5.6.0,1:6.1.0,1:6.3.0,1:6.4.0,1:6.4.1,1:6.5.0,1:6.6.0,1:7.1.0,1:7.2.0,1:7.4.0,1:7.5.0,1:7.6.0,1:9.3.0,1:9.5.0,1:9.6.0,1:9.6.1,1:10.1.0,1:10.2.0,1:10.3.0,1:11.1.0,1:11.2.0,1:12.1.0,1:12.2.0,1:12.6.0,1:13.1.0,1:13.3.0,1:13.5.0,1:14.1.0,1:14.2.0,1:14.4.0,1:14.5.0,1:14.6.0,1:15.2.0,1:15.6.0,1:16.2.0,1:16.3.0,1:16.5.0,1:17.1.0,1:17.2.0,1:17.5.0,1:17.6.0,1:18.2.0,1:18.4.0,1:19.3.0,1:19.5.0,1:20.2.0,1:20.6.0,1:21.1.0,1:21.2.0,1:21.4.0,1:21.6.0,1:22.3.0,1:22.5.0,1:22.6.0,1:23.1.0,1:23.6.0,1:24.3.0,1:24.4.0,1:24.5.0,1:24.6.0,1:25.2.0,1:26.4.0,1:26.5.0,1:27.1.0,1:27.3.0,1:28.1.0,1:28.4.0,1:28.6.0,1:28.6.1,1:29.1.0,1:29.2.0,1:29.3.0,1:29.4.0,1:29.5.0,1:29.5.1,1:30.1.0,1:30.3.0,1:30.4.0,1:31.2.0,1:31.4.0,1:32.3.0,1:33.1.0,1:33.2.0,1:33.6.0,1:34.1.0,1:34.2.0,1:34.6.1,1:34.6.2,1:35.3.0,1:35.4.0,1:35.6.0,1:36.2.0,1:36.3.0,1:36.4.0,1:36.5.0,1:36.6.0,1:37.1.0,1:37.2.0,1:37.4.0,1:38.3.0,1:38.5.0,1:38.6.0,1:39.2.0,1:39.6.0,1:40.1.0,1:40.2.0,1:40.3.0,1:40.6.0,1:41.1.0,1:41.2.0,1:41.3.0,1:42.4.0,1:42.6.0,1:43.2.0,1:43.3.0,1:44.2.0,1:44.4.0,1:44.5.0,1:44.6.0,1:45.1.0,1:45.1.1,1:45.1.2,1:45.2.0,1:45.3.0,1:46.1.0,1:46.4.0,1:46.6.0,1:46.6.1,1:47.3.0,",BAT,BAT(Sehwag)
1,501976,m21,The 203-run stand between Sehwag and Virat Kohli,"1:23.3.0,1:23.4.0,1:23.5.0,1:23.6.0,1:24.1.0,1:24.2.0,1:24.3.0,1:24.4.0,1:24.5.0,1:24.6.0,1:25.1.0,1:25.2.0,1:25.3.0,1:25.4.0,1:25.5.0,1:25.5.1,1:25.6.0,1:26.1.0,1:26.2.0,1:26.3.0,1:26.4.0,1:26.5.0,1:26.6.0,1:27.1.0,1:27.2.0,1:27.3.0,1:27.4.0,1:27.4.1,1:27.5.0,1:27.6.0,1:28.1.0,1:28.2.0,1:28.3.0,1:28.4.0,1:28.5.0,1:28.6.0,1:28.6.1,1:29.1.0,1:29.2.0,1:29.3.0,1:29.4.0,1:29.5.0,1:29.5.1,1:29.6.0,1:30.1.0,1:30.2.0,1:30.3.0,1:30.4.0,1:30.5.0,1:30.6.0,1:31.1.0,1:31.2.0,1:31.3.0,1:31.4.0,1:31.5.0,1:31.6.0,1:32.1.0,1:32.2.0,1:32.3.0,1:32.4.0,1:32.5.0,1:32.6.0,1:33.1.0,1:33.2.0,1:33.3.0,1:33.4.0,1:33.5.0,1:33.6.0,1:34.1.0,1:34.2.0,1:34.3.0,1:34.4.0,1:34.5.0,1:34.6.0,1:34.6.1,1:34.6.2,1:35.1.0,1:35.2.0,1:35.3.0,1:35.4.0,1:35.5.0,1:35.6.0,1:36.1.0,1:36.2.0,1:36.3.0,1:36.4.0,1:36.5.0,1:36.6.0,1:37.1.0,1:37.2.0,1:37.3.0,1:37.4.0,1:37.5.0,1:37.6.0,1:38.1.0,1:38.2.0,1:38.3.0,1:38.4.0,1:38.5.0,1:38.6.0,1:39.1.0,1:39.2.0,1:39.3.0,1:39.4.0,1:39.5.0,1:39.6.0,1:40.1.0,1:40.2.0,1:40.3.0,1:40.4.0,1:40.5.0,1:40.6.0,1:41.1.0,1:41.2.0,1:41.3.0,1:41.4.0,1:41.5.0,1:41.6.0,1:42.1.0,1:42.2.0,1:42.3.0,1:42.4.0,1:42.5.0,1:42.6.0,1:43.1.0,1:43.2.0,1:43.3.0,1:43.4.0,1:43.5.0,1:43.6.0,1:44.1.0,1:44.2.0,1:44.3.0,1:44.4.0,1:44.5.0,1:44.6.0,1:45.1.0,1:45.1.1,1:45.1.2,1:45.2.0,1:45.3.0,1:45.4.0,1:45.5.0,1:45.6.0,1:46.1.0,1:46.2.0,1:46.3.0,1:46.4.0,1:46.5.0,1:46.5.1,1:46.6.0,1:46.6.1,1:47.1.0,1:47.2.0,1:47.3.0,",PARTNERSHIP,"PARTNERSHIP(Sehwag, Kohli)"
1,501976,m22,Kohli's century,1:49.5.0,BALL,"BALL(Kohli, SCORE, 100, ?,)"
1,501976,m23,wor,"1:0.1.0,1:0.2.0,1:0.3.0,1:0.4.0,1:0.5.0,1:0.6.0,1:2.1.0,1:2.2.0,1:2.3.0,1:2.4.0,1:2.5.0,1:2.6.0,1:12.1.0,1:12.2.0,1:12.3.0,1:12.4.0,1:12.5.0,1:12.6.0,1:26.1.0,1:26.2.0,1:26.3.0,1:26.4.0,1:26.5.0,1:26.6.0,1:28.1.0,1:28.2.0,1:28.3.0,1:28.4.0,1:28.5.0,1:28.6.0,1:28.6.1,1:34.1.0,1:34.2.0,1:34.3.0,1:34.4.0,1:34.5.0,1:34.6.0,1:34.6.1,1:34.6.2,1:49.1.0,1:49.2.0,1:49.3.0,1:49.4.0,1:49.5.0,1:49.6.0,",BOWL,BOWL(Shafiul Islam)
1,501982,m1,"The first ball of the match gave Sehwag the slightest amount of width, and he crashed it past cover for four",1:0.1.0,FOUR,1st of FOUR(Sehwag)
1,501982,m2,Sehwag was hit by a short ball somewhere between his pad and thigh pad,1:5.3.0,OTHERS,1:5.3.0
1,501982,m3,"Virat Kohli later misread the bounce of another short one, and inside-edged onto the area between his thigh pad and the box",1:26.6.0,OTHERS,1:26.6.0
1,501982,m4,scoring a century,1:49.5.0,BALL,"BALL(Kohli, SCORE, 100, ?)"
1,501982,m5,adding 203 with Sehwag,"1:23.3.0,1:23.4.0,1:23.5.0,1:23.6.0,1:24.1.0,1:24.2.0,1:24.3.0,1:24.4.0,1:24.5.0,1:24.6.0,1:25.1.0,1:25.2.0,1:25.3.0,1:25.4.0,1:25.5.0,1:25.5.1,1:25.6.0,1:26.1.0,1:26.2.0,1:26.3.0,1:26.4.0,1:26.5.0,1:26.6.0,1:27.1.0,1:27.2.0,1:27.3.0,1:27.4.0,1:27.4.1,1:27.5.0,1:27.6.0,1:28.1.0,1:28.2.0,1:28.3.0,1:28.4.0,1:28.5.0,1:28.6.0,1:28.6.1,1:29.1.0,1:29.2.0,1:29.3.0,1:29.4.0,1:29.5.0,1:29.5.1,1:29.6.0,1:30.1.0,1:30.2.0,1:30.3.0,1:30.4.0,1:30.5.0,1:30.6.0,1:31.1.0,1:31.2.0,1:31.3.0,1:31.4.0,1:31.5.0,1:31.6.0,1:32.1.0,1:32.2.0,1:32.3.0,1:32.4.0,1:32.5.0,1:32.6.0,1:33.1.0,1:33.2.0,1:33.3.0,1:33.4.0,1:33.5.0,1:33.6.0,1:34.1.0,1:34.2.0,1:34.3.0,1:34.4.0,1:34.5.0,1:34.6.0,1:34.6.1,1:34.6.2,1:35.1.0,1:35.2.0,1:35.3.0,1:35.4.0,1:35.5.0,1:35.6.0,1:36.1.0,1:36.2.0,1:36.3.0,1:36.4.0,1:36.5.0,1:36.6.0,1:37.1.0,1:37.2.0,1:37.3.0,1:37.4.0,1:37.5.0,1:37.6.0,1:38.1.0,1:38.2.0,1:38.3.0,1:38.4.0,1:38.5.0,1:38.6.0,1:39.1.0,1:39.2.0,1:39.3.0,1:39.4.0,1:39.5.0,1:39.6.0,1:40.1.0,1:40.2.0,1:40.3.0,1:40.4.0,1:40.5.0,1:40.6.0,1:41.1.0,1:41.2.0,1:41.3.0,1:41.4.0,1:41.5.0,1:41.6.0,1:42.1.0,1:42.2.0,1:42.3.0,1:42.4.0,1:42.5.0,1:42.6.0,1:43.1.0,1:43.2.0,1:43.3.0,1:43.4.0,1:43.5.0,1:43.6.0,1:44.1.0,1:44.2.0,1:44.3.0,1:44.4.0,1:44.5.0,1:44.6.0,1:45.1.0,1:45.1.1,1:45.1.2,1:45.2.0,1:45.3.0,1:45.4.0,1:45.5.0,1:45.6.0,1:46.1.0,1:46.2.0,1:46.3.0,1:46.4.0,1:46.5.0,1:46.5.1,1:46.6.0,1:46.6.1,1:47.1.0,1:47.2.0,1:47.3.0,",PARTNERSHIP,"PARTNERSHIP(Sehwag, Kohli)"
1,501982,m6,"In the first over of Bangladesh's innings, the UDRS too made its first appearance in a World Cup","1:0.1.0,1:0.2.0,1:0.3.0,1:0.4.0,1:0.5.0,1:0.6.0,",OVERS,OVERS(1:1)
1,501982,m7,"It was Sreesanth, another Cup debutant, who necessitated its use with a full outswinger that pitched around middle and leg and came in towards Tamim Iqbal's pads",2:32.1.0,OUT,OUT(Tamim Iqbal)
1,502010,m1,"Virender Sehwag was dismissed in the 48th over against Bangladesh, he had made 175",1:47.3.0,OUT,OUT(Sehwag)
1,502010,m2,You could see he was fighting boredom in the middle overs when all that was available was singles,"1:15.2.0,1:16.3.0,1:16.5.0,1:17.2.0,1:18.2.0,1:18.4.0,1:19.3.0,1:19.5.0,1:20.2.0,1:20.6.0,1:21.2.0,1:21.4.0,1:22.3.0,1:22.6.0,1:23.1.0,1:25.2.0,1:26.5.0,1:27.1.0,1:27.3.0,1:28.1.0,1:28.4.0,1:28.6.0,1:28.6.1,1:29.5.0,1:29.5.1,",BAT,BAT(Sehwag) AND OVERS(1:16TO1:30) AND SINGLES
1,502010,m3,He even went 30 balls without a boundary,"1:0.1.0,1:0.2.0,1:0.3.0,1:0.4.0,1:0.5.0,1:0.6.0,1:1.5.0,1:1.6.0,1:3.1.0,1:3.3.0,1:4.2.0,1:4.3.0,1:4.4.0,1:4.5.0,1:4.6.0,1:5.1.0,1:5.1.1,1:5.2.0,1:5.3.0,1:5.4.0,1:5.6.0,1:6.1.0,1:6.3.0,1:6.4.0,1:6.4.1,1:6.5.0,1:6.6.0,1:7.1.0,1:7.2.0,1:7.4.0,",BAT,1TO30 of BAT(Sehwag)
1,502010,m4,he showed restraint when Abdul Razzak came on to bowl in the fifth over,"1:4.1.0,1:4.2.0,1:4.3.0,1:4.4.0,1:4.5.0,1:4.6.0,",OVERS,OVERS(1:5)
1,502010,m5,He played out four dots in that over before taking the single,"1:4.2.0,1:4.3.0,1:4.4.0,1:4.5.0,",OVERS,DOTBALLS AND OVERS(1:5)
1,502010,m6,"The first time Sehwag tried to clear the infield today was in the 15th over, a six over cow corner to reach his fifty  off Razzak",1:14.1.0,SIX,SIX(Sehwag) AND OVERS(1:15)
1,502010,m7,a punch through the covers first ball,1:0.1.0,FOUR,1st of FOUR(Sehwag)
1,502010,m8,a drive for four through the same region in the same over,1:0.6.0,FOUR,2nd of FOUR(Sehwag)
1,502010,m9,"In the middle overs, he fought the boredom with chips over extra cover for twos","1:21.6.0,1:22.5.0,1:24.3.0,",BAT,BAT(Sehwag) AND OVERS(1:16TO1:30) AND TWOS
1,502010,m10,once he called for the batting Powerplay in the 35th over,"1:10.1.0,1:10.2.0,1:10.3.0,1:10.4.0,1:10.5.0,1:10.6.0,1:11.1.0,1:11.2.0,1:11.3.0,1:11.4.0,1:11.5.0,1:11.6.0,1:12.1.0,1:12.2.0,1:12.3.0,1:12.4.0,1:12.5.0,1:12.6.0,1:13.1.0,1:13.2.0,1:13.3.0,1:13.4.0,1:13.5.0,1:13.6.0,1:14.1.0,1:14.2.0,1:14.3.0,1:14.4.0,1:14.5.0,1:14.6.0,",POWERPLAY,"POWERPLAY(INNINGS1,2)"
1,502010,m11,Shafiul Islam was swung for six over long-on,1:34.6.2,SIX,SIX(Sehwag) AND BOWL(Shafiul Islam)
1,502010,m12,"Razzak he treated like a club bowler, leaving his crease every ball, and then deciding which boundary to clear","1:10.1.0,1:10.2.0,1:24.5.0,1:36.2.0,1:36.4.0,",BATBOWL,FOUR(Sehwag) AND BOWL(Razzak)
